system:index,area,class_id,territory,year,.geo
10_0_12,211883.1680857711,25,1,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0_13,18281.400490362368,29,1,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0_14,1245.4404983459547,30,1,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0_15,31.252122753906164,31,1,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0_16,7757.789000292967,32,1,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0_17,396732.5691006903,33,1,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0_18,2700757.786221782,39,1,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0_19,43055.11622689851,40,1,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0_20,566898.8391864082,41,1,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0_21,15239.52965161128,46,1,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0_22,6139.702971221904,48,1,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0_23,81321.19257900472,62,1,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0_0,57.73923823852539,0,1,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0_1,1.0294378319183622E7,3,1,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0_2,3.1338568731391836E7,4,1,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0_3,65727.33759957814,5,1,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0_4,52254.57260547481,9,1,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0_5,2033530.6158250382,11,1,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0_6,6001752.776779067,12,1,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0_7,7083866.276022677,15,1,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0_8,19202.71880237858,20,1,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0_9,1649829.3163905393,21,1,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0_10,107797.10372380042,23,1,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0_11,101112.46116562525,24,1,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0_12,217556.66964258364,25,1,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0_13,18287.965715862872,29,1,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0_14,1276.9064611755443,30,1,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0_15,19.46560045776367,31,1,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0_16,7668.921505627444,32,1,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0_17,415565.6514098829,33,1,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0_18,2836993.841091476,39,1,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0_19,44284.39380869726,40,1,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0_20,586075.3912808598,41,1,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0_21,14374.51388095699,46,1,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
