system:index,area,class_id,file,territory,year,.geo
5_0_13,349.90193204345667,30,mapbiomas_collection70_integration_v2,1,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0_14,1132.2572322815015,31,mapbiomas_collection70_integration_v2,1,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0_15,7328.1801976990255,32,mapbiomas_collection70_integration_v2,1,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0_16,392177.3778830997,33,mapbiomas_collection70_integration_v2,1,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0_17,264329.06289953913,39,mapbiomas_collection70_integration_v2,1,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0_18,8087.576583886501,40,mapbiomas_collection70_integration_v2,1,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0_19,252008.69834036197,41,mapbiomas_collection70_integration_v2,1,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0_20,28132.02619945693,46,mapbiomas_collection70_integration_v2,1,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0_21,1710.2457823913549,48,mapbiomas_collection70_integration_v2,1,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0_0,1.1266541711810807E7,3,mapbiomas_collection70_integration_v2,1,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0_1,3.518405828911336E7,4,mapbiomas_collection70_integration_v2,1,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0_2,61834.29705439417,5,mapbiomas_collection70_integration_v2,1,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0_3,9655.456274883982,9,mapbiomas_collection70_integration_v2,1,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0_4,2009459.5342534187,11,mapbiomas_collection70_integration_v2,1,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0_5,6881953.4370029075,12,mapbiomas_collection70_integration_v2,1,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0_6,3518574.535902441,15,mapbiomas_collection70_integration_v2,1,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0_7,347.07100241088915,20,mapbiomas_collection70_integration_v2,1,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0_8,2600238.117866562,21,mapbiomas_collection70_integration_v2,1,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0_9,103786.1718677858,23,mapbiomas_collection70_integration_v2,1,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0_10,64269.44330589587,24,mapbiomas_collection70_integration_v2,1,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0_11,237157.4610929352,25,mapbiomas_collection70_integration_v2,1,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0_12,18255.262587933354,29,mapbiomas_collection70_integration_v2,1,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0_13,359.1169844726557,30,mapbiomas_collection70_integration_v2,1,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0_14,842.0502399780212,31,mapbiomas_collection70_integration_v2,1,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0_15,7383.801894946354,32,mapbiomas_collection70_integration_v2,1,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0_16,395576.2998935299,33,mapbiomas_collection70_integration_v2,1,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0_17,317119.9354032876,39,mapbiomas_collection70_integration_v2,1,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0_18,8802.064011346094,40,mapbiomas_collection70_integration_v2,1,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0_19,289841.7639007966,41,mapbiomas_collection70_integration_v2,1,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0_20,23292.18691229865,46,mapbiomas_collection70_integration_v2,1,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0_21,1299.4259928039523,48,mapbiomas_collection70_integration_v2,1,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_0,1.125776232722751E7,3,mapbiomas_collection70_integration_v2,1,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_1,3.504711502095664E7,4,mapbiomas_collection70_integration_v2,1,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_2,61195.13917556702,5,mapbiomas_collection70_integration_v2,1,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
